Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
"2024-05-13,6:15 PM,22캜,15캜,64 %,WNW,7 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,6:45 PM,20캜,14캜,68 %,W,6 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,7:15 PM,20캜,15캜,73 %,W,9 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,7:45 PM,19캜,16캜,83 %,W,7 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,8:15 PM,19캜,16캜,83 %,W,4 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,8:45 PM,18캜,17캜,94 %,SE,4 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,9:15 PM,18캜,17캜,94 %,ENE,4 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,9:45 PM,19캜,14캜,73 %,WNW,6 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,10:15 PM,19캜,16캜,83 %,NW,4 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,10:45 PM,18캜,17캜,94 %,S,6 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-13,11:15 PM,15캜,15캜,100 %,SSE,6 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-05-13,11:45 PM,15캜,14캜,94 %,S,4 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-05-14,12:15 AM,17캜,16캜,94 %,SSE,6 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-14,12:45 AM,16캜,15캜,94 %,SE,6 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Fair"
"2024-05-14,1:15 AM,15캜,15캜,100 %,ESE,6 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Fair"
"2024-05-14,1:45 AM,15캜,15캜,100 %,ESE,4 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Fair"
"2024-05-14,2:15 AM,15캜,15캜,100 %,SE,4 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Fair"
"2024-05-14,2:45 AM,14캜,14캜,100 %,SE,6 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Fair"
"2024-05-14,3:15 AM,14캜,14캜,100 %,SSE,6 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,3:45 AM,14캜,14캜,100 %,SSE,7 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,4:15 AM,14캜,14캜,100 %,SE,7 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,4:45 AM,14캜,14캜,100 %,ESE,6 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,5:15 AM,13캜,13캜,100 %,E,6 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,5:45 AM,14캜,14캜,100 %,ESE,7 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,6:15 AM,14캜,14캜,100 %,SE,9 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,6:45 AM,14캜,14캜,100 %,SE,7 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,7:15 AM,15캜,15캜,100 %,ESE,7 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,7:45 AM,16캜,15캜,94 %,ESE,7 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Fair"
"2024-05-14,8:15 AM,18캜,15캜,83 %,E,9 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,8:45 AM,19캜,14캜,73 %,E,9 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,9:15 AM,21캜,14캜,64 %,E,13 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,9:45 AM,22캜,15캜,64 %,ESE,19 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,10:15 AM,22캜,14캜,60 %,ESE,19 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,10:45 AM,23캜,13캜,53 %,ESE,13 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,11:15 AM,23캜,13캜,53 %,ESE,13 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,11:45 AM,24캜,14캜,53 %,SSE,7 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,12:15 PM,24캜,13캜,50 %,WSW,19 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,12:45 PM,23캜,11캜,47 %,WSW,20 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,1:15 PM,23캜,11캜,47 %,WSW,19 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-05-14,1:45 PM,24캜,11캜,44 %,WSW,19 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Fair"
"2024-05-14,2:15 PM,24캜,11캜,44 %,W,13 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Fair"
"2024-05-14,2:45 PM,23캜,10캜,44 %,W,11 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Fair"
"2024-05-14,3:15 PM,23캜,12캜,50 %,W,13 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Fair"
"2024-05-14,3:45 PM,23캜,13캜,53 %,W,15 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Fair"
"2024-05-14,4:15 PM,23캜,13캜,53 %,W,13 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Fair"
"2024-05-14,4:45 PM,22캜,12캜,53 %,W,11 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Fair"
"2024-05-14,5:15 PM,22캜,12캜,53 %,WNW,7 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,5:45 PM,22캜,11캜,50 %,W,7 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,6:15 PM,21캜,11캜,53 %,VAR,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,6:45 PM,21캜,11캜,53 %,VAR,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,7:15 PM,20캜,12캜,60 %,SW,7 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,7:45 PM,19캜,14캜,73 %,SW,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,8:15 PM,19캜,13캜,68 %,WSW,7 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,8:45 PM,19캜,15캜,78 %,S,4 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,9:15 PM,19캜,15캜,78 %,S,4 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,9:45 PM,18캜,15캜,83 %,S,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,10:15 PM,18캜,15캜,83 %,S,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-14,10:45 PM,18캜,17캜,94 %,ESE,7 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Light Drizzle"
"2024-05-14,11:15 PM,18캜,17캜,94 %,SSE,4 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-14,11:45 PM,17캜,16캜,94 %,ESE,4 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-15,12:15 AM,17캜,17캜,100 %,ESE,2 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,12:45 AM,18캜,15캜,83 %,E,4 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-15,1:15 AM,18캜,15캜,83 %,NE,7 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-15,2:15 AM,17캜,17캜,100 %,ESE,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,2:45 AM,17캜,17캜,100 %,ESE,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,3:15 AM,17캜,17캜,100 %,ESE,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,3:45 AM,16캜,16캜,100 %,SSE,9 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,4:15 AM,16캜,16캜,100 %,SE,7 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,4:45 AM,16캜,16캜,100 %,NE,6 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,5:15 AM,16캜,16캜,100 %,NE,7 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,5:45 AM,16캜,16캜,100 %,ESE,6 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,6:15 AM,17캜,17캜,100 %,S,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,6:45 AM,17캜,17캜,100 %,SSE,2 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,7:15 AM,18캜,17캜,94 %,ESE,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,7:45 AM,19캜,16캜,83 %,E,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,8:15 AM,19캜,17캜,88 %,ESE,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,8:45 AM,19캜,15캜,78 %,E,9 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,9:15 AM,19캜,16캜,83 %,ESE,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,9:45 AM,19캜,16캜,83 %,E,9 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,10:15 AM,20캜,16캜,78 %,ESE,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,10:45 AM,21캜,17캜,78 %,E,15 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,11:15 AM,21캜,14캜,64 %,E,17 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,11:45 AM,22캜,14캜,60 %,E,17 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,12:15 PM,22캜,14캜,60 %,ESE,7 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,12:45 PM,22캜,17캜,73 %,WSW,17 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,1:15 PM,22캜,17캜,73 %,WSW,15 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,1:45 PM,22캜,16캜,69 %,SSW,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,2:15 PM,21캜,15캜,68 %,SSW,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,2:45 PM,21캜,13캜,60 %,S,7 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,3:15 PM,21캜,13캜,60 %,S,6 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,3:45 PM,21캜,16캜,73 %,S,11 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,4:15 PM,21캜,17캜,78 %,W,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,4:45 PM,21캜,16캜,73 %,SSW,9 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,5:15 PM,21캜,16캜,73 %,WNW,9 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-15,5:45 PM,21캜,16캜,73 %,WSW,9 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,6:15 PM,21캜,16캜,73 %,W,7 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,6:45 PM,20캜,16캜,78 %,W,7 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,7:15 PM,20캜,17캜,83 %,VAR,6 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,7:45 PM,19캜,16캜,83 %,VAR,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,8:15 PM,19캜,16캜,83 %,VAR,6 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,8:45 PM,17캜,16캜,94 %,VAR,6 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,9:15 PM,17캜,16캜,94 %,VAR,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,9:45 PM,17캜,16캜,94 %,ESE,7 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-15,10:15 PM,17캜,16캜,94 %,VAR,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,10:45 PM,16캜,16캜,100 %,VAR,4 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-15,11:15 PM,18캜,17캜,94 %,ESE,7 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Light Rain"
"2024-05-15,11:45 PM,17캜,17캜,100 %,ESE,2 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-16,12:15 AM,16캜,15캜,94 %,VAR,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-16,12:45 AM,15캜,15캜,100 %,VAR,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-16,1:15 AM,15캜,15캜,100 %,VAR,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-16,1:45 AM,15캜,15캜,100 %,E,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-16,2:15 AM,15캜,15캜,100 %,VAR,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-16,2:45 AM,15캜,15캜,100 %,VAR,4 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-16,3:15 AM,14캜,14캜,100 %,ESE,6 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-16,3:45 AM,14캜,14캜,100 %,SE,7 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-16,4:15 AM,14캜,14캜,100 %,VAR,6 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Fair"
"2024-05-16,4:45 AM,14캜,14캜,100 %,VAR,4 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Fair"
"2024-05-16,5:15 AM,14캜,14캜,100 %,VAR,4 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Fair"
"2024-05-16,5:45 AM,14캜,14캜,100 %,ESE,9 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Fair"
"2024-05-16,6:15 AM,15캜,15캜,100 %,E,7 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Fair"
"2024-05-16,6:45 AM,16캜,15캜,94 %,ESE,7 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Fair"
"2024-05-16,7:15 AM,18캜,18캜,100 %,SSE,7 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Fair"
"2024-05-16,7:45 AM,18캜,18캜,100 %,SE,13 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Fair"
"2024-05-16,8:15 AM,19캜,17캜,88 %,E,11 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Fair"
"2024-05-16,8:45 AM,21캜,17캜,78 %,E,13 km/h,0 km/h,""1,004.28 hPa"",0.0 mm,Fair"
"2024-05-16,9:15 AM,22캜,17캜,73 %,ESE,15 km/h,0 km/h,""1,004.28 hPa"",0.0 mm,Fair"
"2024-05-16,9:45 AM,22캜,17캜,73 %,SSE,11 km/h,0 km/h,""1,004.28 hPa"",0.0 mm,Fair"
"2024-05-16,10:15 AM,23캜,17캜,69 %,E,13 km/h,0 km/h,""1,004.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,10:45 AM,23캜,17캜,69 %,ESE,9 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Fair"
"2024-05-16,11:15 AM,22캜,18캜,78 %,WSW,19 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,11:45 AM,23캜,18캜,73 %,WSW,15 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,12:15 PM,22캜,17캜,73 %,SW,20 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,12:45 PM,23캜,18캜,73 %,WSW,22 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Fair"
"2024-05-16,1:15 PM,23캜,18캜,73 %,SW,22 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-16,1:45 PM,22캜,19캜,83 %,WSW,24 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-16,2:15 PM,22캜,19캜,83 %,W,22 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,2:45 PM,21캜,19캜,88 %,W,22 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,3:15 PM,21캜,18캜,83 %,W,28 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,3:45 PM,20캜,18캜,88 %,W,31 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,4:15 PM,20캜,18캜,88 %,WNW,24 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,4:45 PM,19캜,16캜,83 %,WNW,17 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-16,5:15 PM,18캜,17캜,94 %,WNW,15 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Light Rain"
"2024-05-16,5:45 PM,18캜,18캜,100 %,WNW,11 km/h,0 km/h,""1,003.29 hPa"",0.0 mm,Fair"
"2024-05-16,6:15 PM,17캜,16캜,94 %,W,11 km/h,0 km/h,""1,004.28 hPa"",0.0 mm,Fair"
"2024-05-16,6:45 PM,19캜,16캜,83 %,W,15 km/h,0 km/h,""1,004.28 hPa"",0.0 mm,Fair"
"2024-05-16,7:15 PM,18캜,17캜,94 %,W,13 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,7:45 PM,18캜,17캜,94 %,W,17 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-16,8:15 PM,18캜,17캜,94 %,W,11 km/h,0 km/h,""1,005.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-16,8:45 PM,17캜,17캜,100 %,W,11 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-16,9:15 PM,17캜,17캜,100 %,W,7 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,9:45 PM,17캜,16캜,94 %,W,9 km/h,0 km/h,""1,006.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,10:15 PM,17캜,15캜,88 %,W,13 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,10:45 PM,17캜,15캜,88 %,WSW,15 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-16,11:15 PM,16캜,15캜,94 %,VAR,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-16,11:45 PM,16캜,16캜,100 %,VAR,6 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-17,12:15 AM,17캜,16캜,94 %,W,31 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-17,12:45 AM,17캜,16캜,94 %,W,26 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-17,1:15 AM,17캜,16캜,94 %,W,30 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-17,1:45 AM,17캜,15캜,88 %,W,26 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-17,2:15 AM,17캜,15캜,88 %,W,26 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-17,2:45 AM,17캜,16캜,94 %,W,26 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-17,3:15 AM,17캜,16캜,94 %,W,26 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-17,3:45 AM,17캜,16캜,94 %,W,20 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,4:15 AM,17캜,16캜,94 %,W,20 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,4:45 AM,17캜,16캜,94 %,WSW,20 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,5:15 AM,17캜,16캜,94 %,W,22 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,5:45 AM,17캜,16캜,94 %,W,24 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-17,6:15 AM,17캜,17캜,100 %,W,24 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,6:45 AM,18캜,16캜,88 %,W,24 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,7:15 AM,19캜,16캜,83 %,WSW,24 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,7:45 AM,19캜,16캜,83 %,W,24 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,8:15 AM,19캜,16캜,83 %,WSW,26 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,8:45 AM,20캜,16캜,78 %,WSW,26 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,9:15 AM,20캜,16캜,78 %,W,24 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,9:45 AM,20캜,15캜,73 %,W,22 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,10:15 AM,21캜,16캜,73 %,W,19 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,10:45 AM,21캜,15캜,68 %,W,17 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,11:15 AM,21캜,14캜,64 %,W,19 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,11:45 AM,21캜,14캜,64 %,WNW,19 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,12:15 PM,21캜,13캜,60 %,W,20 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,12:45 PM,21캜,13캜,60 %,WNW,20 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-17,1:15 PM,21캜,13캜,60 %,WNW,19 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Fair"
"2024-05-17,1:45 PM,22캜,14캜,60 %,W,20 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-17,2:15 PM,22캜,14캜,60 %,W,19 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,2:45 PM,22캜,15캜,64 %,W,17 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-17,3:15 PM,21캜,14캜,64 %,W,17 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-17,3:45 PM,20캜,14캜,68 %,WNW,15 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-17,4:15 PM,20캜,14캜,68 %,NW,13 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-05-17,4:45 PM,21캜,15캜,68 %,NW,15 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,5:15 PM,21캜,15캜,68 %,WNW,13 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,5:45 PM,20캜,15캜,73 %,WNW,13 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,6:15 PM,20캜,15캜,73 %,WNW,13 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,6:45 PM,20캜,15캜,73 %,WNW,9 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Fair"
"2024-05-17,7:15 PM,20캜,15캜,73 %,NW,9 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Fair"
"2024-05-17,7:45 PM,19캜,15캜,78 %,NNW,7 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-17,8:15 PM,18캜,16캜,88 %,NNW,6 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-17,8:45 PM,18캜,15캜,83 %,NNW,6 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-17,9:15 PM,18캜,15캜,83 %,VAR,4 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-17,9:45 PM,18캜,16캜,88 %,N,7 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-17,10:15 PM,17캜,16캜,94 %,VAR,2 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-05-17,10:45 PM,17캜,16캜,94 %,SSE,7 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fair"
"2024-05-17,11:15 PM,17캜,15캜,88 %,W,26 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Partly Cloudy"
"2024-05-17,11:45 PM,17캜,15캜,88 %,W,31 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Fair"
"2024-05-18,12:15 AM,15캜,15캜,100 %,SE,7 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Fair"
